detail_id,session_id,question_id,selected_answer,is_correct,response_time,created_at
3176,597,445,1,False,3,2025-06-04 08:29:00.188727
3179,597,445,3,True,3,2025-06-04 08:29:00.849083
3326,598,270,2,False,31,2025-06-04 08:29:40.377799
3328,598,270,3,True,32,2025-06-04 08:29:41.283162
3234,598,294,4,True,2,2025-06-04 08:29:11.606158
3263,598,295,1,True,9,2025-06-04 08:29:18.547501
3303,598,304,3,True,18,2025-06-04 08:29:26.654535
3242,598,306,2,True,6,2025-06-04 08:29:14.836581
3281,598,307,1,True,13,2025-06-04 08:29:22.161477
3320,598,324,4,True,22,2025-06-04 08:29:31.471034
3239,599,419,2,True,2,2025-06-04 08:29:12.668264
3252,599,447,2,False,6,2025-06-04 08:29:16.879922
3261,599,447,4,False,7,2025-06-04 08:29:18.146302
3265,599,447,1,False,8,2025-06-04 08:29:19.058306
3274,599,447,3,True,10,2025-06-04 08:29:20.400565
3305,602,235,4,True,13,2025-06-04 08:29:26.949068
3306,602,235,3,False,13,2025-06-04 08:29:26.953941
3308,602,235,1,False,14,2025-06-04 08:29:27.655623
3247,602,237,4,False,2,2025-06-04 08:29:15.684543
3248,602,237,1,True,2,2025-06-04 08:29:15.880723
3250,602,237,2,False,3,2025-06-04 08:29:16.475386
3310,602,254,2,False,14,2025-06-04 08:29:27.863835
3311,602,254,1,False,14,2025-06-04 08:29:27.916702
3316,602,254,4,False,16,2025-06-04 08:29:29.881350
3319,602,254,3,True,17,2025-06-04 08:29:30.707940
3272,602,260,1,False,6,2025-06-04 08:29:20.146265
3273,602,260,4,False,7,2025-06-04 08:29:20.364639
3275,602,260,3,False,7,2025-06-04 08:29:20.636674
3276,602,260,2,True,7,2025-06-04 08:29:20.781516
3240,602,264,3,False,1,2025-06-04 08:29:14.686474
3241,602,264,4,True,1,2025-06-04 08:29:14.737278
3243,602,264,1,False,1,2025-06-04 08:29:14.840364
3292,602,283,1,False,11,2025-06-04 08:29:24.465766
3294,602,283,3,False,11,2025-06-04 08:29:25.197553
3298,602,283,2,True,12,2025-06-04 08:29:26.036549
3302,602,283,4,False,13,2025-06-04 08:29:26.617599
3288,602,291,2,True,10,2025-06-04 08:29:23.554759
3264,602,303,4,False,5,2025-06-04 08:29:18.958013
3266,602,303,3,True,6,2025-06-04 08:29:19.202766
3267,602,303,2,False,6,2025-06-04 08:29:19.409003
3268,602,303,1,False,6,2025-06-04 08:29:19.652022
3253,602,314,1,False,3,2025-06-04 08:29:16.966773
3254,602,314,2,True,3,2025-06-04 08:29:17.089659
3255,602,314,3,False,4,2025-06-04 08:29:17.190479
3259,602,314,4,False,4,2025-06-04 08:29:17.705956
3279,602,333,2,False,8,2025-06-04 08:29:22.008434
3280,602,333,1,True,9,2025-06-04 08:29:22.149972
3285,602,333,4,False,9,2025-06-04 08:29:22.649543
3300,603,416,3,True,10,2025-06-04 08:29:26.219297
3369,603,428,2,True,55,2025-06-04 08:30:11.050711
3374,603,432,4,False,61,2025-06-04 08:30:17.037598
3379,603,432,2,True,64,2025-06-04 08:30:20.640098
3270,603,457,2,False,3,2025-06-04 08:29:19.855299
3283,603,457,3,True,6,2025-06-04 08:29:22.325740
3419,603,468,3,False,74,2025-06-04 08:30:30.603973
3423,603,468,1,False,75,2025-06-04 08:30:31.700331
3429,603,468,2,True,76,2025-06-04 08:30:32.672716
3433,603,468,4,False,77,2025-06-04 08:30:33.202075
3365,603,477,1,True,51,2025-06-04 08:30:07.760422
3448,603,483,2,False,78,2025-06-04 08:30:34.541614
3457,603,483,1,False,79,2025-06-04 08:30:35.888638
3458,603,483,3,True,80,2025-06-04 08:30:36.371649
3481,603,487,3,True,85,2025-06-04 08:30:41.851900
3335,603,498,2,False,33,2025-06-04 08:29:49.284768
3341,603,498,1,True,36,2025-06-04 08:29:52.447373
3323,603,499,1,True,22,2025-06-04 08:29:37.992944
3321,605,375,2,True,10,2025-06-04 08:29:33.084504
3318,605,395,3,True,7,2025-06-04 08:29:30.628298
3342,605,402,2,False,32,2025-06-04 08:29:55.370571
3343,605,402,4,True,33,2025-06-04 08:29:55.844638
3327,605,418,2,True,17,2025-06-04 08:29:40.752206
3329,605,421,2,False,21,2025-06-04 08:29:43.953609
3330,605,421,4,False,21,2025-06-04 08:29:44.670278
3331,605,421,1,False,22,2025-06-04 08:29:45.387284
3333,605,421,3,True,23,2025-06-04 08:29:45.992307
3340,605,442,2,True,29,2025-06-04 08:29:52.044552
3350,605,446,2,True,38,2025-06-04 08:30:01.040488
3344,605,447,4,False,34,2025-06-04 08:29:57.720595
3346,605,447,2,False,35,2025-06-04 08:29:58.322307
3347,605,447,1,False,36,2025-06-04 08:29:58.915416
3348,605,447,3,True,36,2025-06-04 08:29:59.486707
3337,605,451,3,True,27,2025-06-04 08:29:50.183069
3324,605,455,3,True,15,2025-06-04 08:29:38.524462
3345,606,300,1,True,5,2025-06-04 08:29:58.290048
3366,606,345,1,True,16,2025-06-04 08:30:09.389802
3352,607,299,3,False,6,2025-06-04 08:30:02.473047
3362,607,299,4,False,8,2025-06-04 08:30:04.408098
3351,607,333,1,True,5,2025-06-04 08:30:02.443906
3355,607,333,4,False,5,2025-06-04 08:30:02.632309
3376,609,385,4,False,15,2025-06-04 08:30:18.448997
3377,609,385,2,False,16,2025-06-04 08:30:19.387576
3378,609,385,1,False,17,2025-06-04 08:30:20.452500
3383,609,385,3,True,18,2025-06-04 08:30:22.061262
3370,609,405,3,True,9,2025-06-04 08:30:12.591020
3364,609,407,3,True,2,2025-06-04 08:30:06.574843
3367,609,414,2,True,6,2025-06-04 08:30:09.624276
3372,609,442,2,True,11,2025-06-04 08:30:15.194879
3497,611,468,2,True,35,2025-06-04 08:30:46.143064
3436,611,481,2,True,22,2025-06-04 08:30:33.434546
3399,611,495,2,True,14,2025-06-04 08:30:25.312250
3373,611,499,1,True,4,2025-06-04 08:30:15.758031
3401,612,300,1,True,11,2025-06-04 08:30:25.471160
3478,612,306,1,False,27,2025-06-04 08:30:41.199952
3479,612,306,4,False,27,2025-06-04 08:30:41.282472
3480,612,306,2,True,28,2025-06-04 08:30:41.826027
3492,612,320,3,True,29,2025-06-04 08:30:42.697722
3426,612,323,1,False,18,2025-06-04 08:30:32.403195
3434,612,323,4,False,19,2025-06-04 08:30:33.277971
3440,612,323,2,False,20,2025-06-04 08:30:33.766147
3453,612,323,3,True,21,2025-06-04 08:30:34.798116
3477,613,233,2,False,25,2025-06-04 08:30:40.645754
3483,613,233,3,True,26,2025-06-04 08:30:41.985313
3484,613,233,4,False,26,2025-06-04 08:30:42.196291
3488,613,233,1,False,26,2025-06-04 08:30:42.298078
3425,613,235,2,False,17,2025-06-04 08:30:32.266650
3427,613,235,1,False,17,2025-06-04 08:30:32.406000
3432,613,235,3,False,17,2025-06-04 08:30:33.148555
3435,613,235,4,True,18,2025-06-04 08:30:33.339300
3464,613,237,2,False,22,2025-06-04 08:30:37.697672
3465,613,237,3,False,23,2025-06-04 08:30:38.240972
3467,613,237,1,True,23,2025-06-04 08:30:38.639531
3409,613,241,1,False,12,2025-06-04 08:30:27.389139
3410,613,241,3,False,12,2025-06-04 08:30:27.743983
3411,613,241,2,True,12,2025-06-04 08:30:27.871179
3413,613,241,4,False,12,2025-06-04 08:30:28.061733
3459,613,254,3,True,21,2025-06-04 08:30:36.854171
3460,613,254,4,False,21,2025-06-04 08:30:36.947816
3461,613,254,1,False,21,2025-06-04 08:30:37.154935
3462,613,254,2,False,22,2025-06-04 08:30:37.337274
3395,613,264,4,True,9,2025-06-04 08:30:24.694867
3446,613,269,4,False,19,2025-06-04 08:30:34.346770
3454,613,269,1,False,19,2025-06-04 08:30:34.914743
3455,613,269,2,True,19,2025-06-04 08:30:35.087677
3471,613,302,2,False,24,2025-06-04 08:30:39.481167
3472,613,302,3,True,24,2025-06-04 08:30:39.625427
3474,613,302,1,False,24,2025-06-04 08:30:39.980041
3421,613,305,3,True,16,2025-06-04 08:30:31.507438
3422,613,305,4,False,16,2025-06-04 08:30:31.552868
3400,613,333,4,False,10,2025-06-04 08:30:25.467040
3403,613,333,2,False,10,2025-06-04 08:30:25.838137
3404,613,333,3,False,11,2025-06-04 08:30:26.309283
3406,613,333,1,True,11,2025-06-04 08:30:26.525042
3386,614,306,4,False,7,2025-06-04 08:30:22.931943
3391,614,306,2,True,8,2025-06-04 08:30:23.816139
3380,614,324,1,False,5,2025-06-04 08:30:20.776251
3381,614,324,3,False,5,2025-06-04 08:30:21.430437
3384,614,324,4,True,6,2025-06-04 08:30:22.089832
3499,616,379,2,True,29,2025-06-04 08:30:56.206837
3444,616,382,2,True,7,2025-06-04 08:30:34.174972
