"session_id","student_id","topic_id","game_mode","opponent_id","created_at","correct_answers","wrong_answers","total_questions","winner","time_taken","points"
"643","40","9","practice",,"2025-06-04 08:32:34.866936","0","0","0","false","0","0"
"642","40","9","practice",,"2025-06-04 08:32:34.419863","0","0","0","false","0","0"
"641","40","9","practice",,"2025-06-04 08:32:33.988953","0","0","0","false","0","0"
"640","40","9","practice",,"2025-06-04 08:32:33.579719","0","0","0","false","0","0"
"639","40","9","practice",,"2025-06-04 08:32:33.113451","0","0","0","false","0","0"
"638","40","9","practice",,"2025-06-04 08:32:32.729439","0","0","0","false","0","0"
"637","40","9","practice",,"2025-06-04 08:32:32.347179","0","0","0","false","0","0"
"636","40","9","practice",,"2025-06-04 08:32:31.965804","0","0","0","false","0","0"
"635","40","9","practice",,"2025-06-04 08:32:31.54083","0","0","0","false","0","0"
"634","40","9","practice",,"2025-06-04 08:32:31.299766","0","0","0","false","0","0"
"633","40","9","practice",,"2025-06-04 08:32:30.802986","0","0","0","false","0","0"
"632","40","9","practice",,"2025-06-04 08:32:30.59802","0","0","0","false","0","0"
"631","47","9","practice",,"2025-06-04 08:30:49.11082","0","0","0","false","0","0"
"630","37","9","practice",,"2025-06-04 08:30:48.103184","0","0","0","false","0","0"
"629","48","8","practice",,"2025-06-04 08:30:47.215872","0","0","0","false","0","0"
"628","48","8","practice",,"2025-06-04 08:30:46.292343","0","0","0","false","0","0"
"627","48","8","practice",,"2025-06-04 08:30:45.774335","0","0","0","false","0","0"
"626","48","8","practice",,"2025-06-04 08:30:45.594072","0","0","0","false","0","0"
"625","50","8","practice",,"2025-06-04 08:30:43.06711","0","0","0","false","0","0"
"624","46","9","practice",,"2025-06-04 08:30:33.422469","0","0","0","false","0","0"
"623","46","9","practice",,"2025-06-04 08:30:33.079934","0","0","0","false","0","0"
"622","46","9","practice",,"2025-06-04 08:30:33.030952","0","0","0","false","0","0"
"621","46","8","practice",,"2025-06-04 08:30:32.652326","0","0","0","false","0","0"
"620","46","8","practice",,"2025-06-04 08:30:31.475731","0","0","0","false","0","0"
"619","46","8","practice",,"2025-06-04 08:30:31.370112","0","0","0","false","0","0"
"618","30","8","practice",,"2025-06-04 08:30:29.333994","0","0","0","false","0","0"
"617","30","8","practice",,"2025-06-04 08:30:27.772468","0","0","0","false","0","0"
"616","40","9","practice",,"2025-06-04 08:30:26.586371","0","0","0","false","0","0"
"615","30","8","practice",,"2025-06-04 08:30:25.477968","0","0","0","false","0","0"
"614","30","8","practice",,"2025-06-04 08:30:15.635945","0","0","0","false","0","0"
"613","50","8","practice",,"2025-06-04 08:30:15.313652","20","46","10","true","27","2"
"612","48","8","practice",,"2025-06-04 08:30:13.571227","0","0","0","false","0","0"
"611","39","9","practice",,"2025-06-04 08:30:10.974555","0","0","0","false","0","0"
"610","38","9","computer","computer","2025-06-04 08:30:10.664187","10","19","11","true","4","5"
"609","40","9","practice",,"2025-06-04 08:30:03.496812","0","0","0","false","0","0"
"608","38","9","computer","computer","2025-06-04 08:30:03.459316","0","0","0","false","0","0"
"607","50","8","practice",,"2025-06-04 08:29:56.13262","0","0","0","false","0","0"
"606","46","8","practice",,"2025-06-04 08:29:53.263099","0","0","0","false","0","0"
"605","40","9","practice",,"2025-06-04 08:29:22.84949","10","7","10","true","38","2"
"604","30","8","computer","computer","2025-06-04 08:29:20.5241","13","23","17","true","30","5"
"603","37","9","practice",,"2025-06-04 08:29:15.95","10","8","10","true","86","2"
"602","50","8","practice",,"2025-06-04 08:29:13.251362","21","40","10","true","18","2"
"601","47","8","pvp","43","2025-06-04 08:29:13.234588","8","13","27","false","76","0"
"600","43","8","pvp","47","2025-06-04 08:29:13.104721","18","24","27","true","76","7"
"599","40","9","practice",,"2025-06-04 08:29:10.179955","0","0","0","false","0","0"
"598","49","8","practice",,"2025-06-04 08:29:08.604154","0","0","0","false","0","0"
"597","40","9","practice",,"2025-06-04 08:28:57.196201","0","0","0","false","0","0"
"596","42","9","practice",,"2025-06-04 08:28:54.060936","10","0","10","true","90","3"
"595","38","9","computer","computer","2025-06-04 08:28:50.955553","10","43","11","true","9","5"
"594","49","8","practice",,"2025-06-04 08:28:50.64218","0","0","0","false","0","0"
"593","50","8","practice",,"2025-06-04 08:28:50.605101","22","60","10","true","22","2"
"592","36","8","practice",,"2025-06-04 08:28:50.507434","0","0","0","false","0","0"
"591","48","8","practice",,"2025-06-04 08:28:34.11658","11","2","10","true","96","2"
"590","40","9","practice",,"2025-06-04 08:28:29.200754","0","0","0","false","0","0"
"589","2","8","pvp","41","2025-06-04 08:28:27.41566","21","7","42","true","120","5"
"588","41","8","pvp","2","2025-06-04 08:28:27.299954","20","36","42","false","120","0"
"587","46","8","practice",,"2025-06-04 08:28:08.518749","10","0","10","true","63","3"
"586","48","8","practice",,"2025-06-04 08:28:06.867356","0","0","0","false","0","0"
"585","42","9","practice",,"2025-06-04 08:28:04.409574","13","25","10","true","36","2"
"584","49","8","practice",,"2025-06-04 08:28:01.564492","10","5","10","true","43","2"
